Transaction Date,Post Date,Description,Category,Type,Amount,Memo
05/01/2022,05/01/2022,Google YouTube Videos,Entertainment,Sale,-5.99,
04/30/2022,05/01/2022,SQ *COFFEE HOUSE 26,Food & Drink,Sale,-23.50,
04/29/2022,05/01/2022,MT HOOD VILLAGE MAR,Groceries,Sale,-44.15,
04/30/2022,05/01/2022,MT HOOD VILLAGE MAR,Groceries,Sale,-22.28,
04/29/2022,04/29/2022,Payment Thank You-Mobile,,Payment,267.80,
04/29/2022,04/29/2022,CHIPOTLE ONLINE,Food & Drink,Sale,-38.15,
04/26/2022,04/27/2022,WHOLEFDS TAN 10327,Groceries,Sale,-56.12,
04/24/2022,04/26/2022,EX NOVO BREWING,Food & Drink,Sale,-36.00,
04/23/2022,04/25/2022,SPEAKEASY,Food & Drink,Sale,-15.00,
04/23/2022,04/25/2022,SPEAKEASY,Food & Drink,Sale,-15.00,
04/22/2022,04/25/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
04/22/2022,04/24/2022,AMERIGAS PROPANE LP,Bills & Utilities,Sale,-17.92,
04/23/2022,04/24/2022,THAI BLOOM FOOD CART,Food & Drink,Sale,-32.38,
04/23/2022,04/24/2022,COSTCO GAS #0009,Gas,Sale,-65.38,
04/23/2022,04/24/2022,Payment Thank You-Mobile,,Payment,270.22,
04/21/2022,04/22/2022,HEALTHY PAWS PET INSURAN,Bills & Utilities,Sale,-72.40,
04/21/2022,04/22/2022,SQ *LEKA PLAYLAND  INC,Entertainment,Sale,-14.00,
04/21/2022,04/21/2022,WWW COSTCO COM,Shopping,Sale,-47.99,
04/19/2022,04/21/2022,SAFEWAY #1230,Groceries,Sale,-12.57,
04/20/2022,04/20/2022,Payment Thank You-Mobile,,Payment,523.93,
04/19/2022,04/20/2022,FRED MEYER 0482,Groceries,Sale,-7.28,
04/19/2022,04/20/2022,FRED MEYER 0482,Groceries,Sale,-20.99,
04/19/2022,04/20/2022,PETSMART # 2051,Shopping,Sale,-64.99,
04/18/2022,04/20/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
04/18/2022,04/19/2022,WWW COSTCO COM,Shopping,Sale,-47.99,
04/18/2022,04/19/2022,WWW COSTCO COM,Shopping,Sale,-47.99,
04/17/2022,04/18/2022,PETSMART # 2051,Shopping,Sale,-21.99,
04/15/2022,04/18/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
04/14/2022,04/17/2022,CRUMBL,Groceries,Sale,-17.25,
04/16/2022,04/17/2022,DD DOORDASH GYROHOUSE,Food & Drink,Sale,-28.99,
04/14/2022,04/17/2022,SAFEWAY #1230,Groceries,Sale,-6.46,
04/16/2022,04/17/2022,COSTCO WHSE #0009,Shopping,Sale,-238.26,
04/16/2022,04/17/2022,RED SHED,Food & Drink,Sale,-8.25,
04/15/2022,04/17/2022,FRED MEYER 0661,Groceries,Sale,-20.78,
04/13/2022,04/14/2022,APPLE.COM/BILL,Shopping,Sale,-9.99,
04/12/2022,04/14/2022,SAFEWAY #1230,Groceries,Sale,-33.13,
04/13/2022,04/13/2022,Payment Thank You-Mobile,,Payment,539.73,
04/12/2022,04/13/2022,PCH CABLES INC,Shopping,Sale,-12.85,
04/10/2022,04/12/2022,JIMMY JOHNS # 1406 -,Food & Drink,Sale,-21.22,
04/10/2022,04/11/2022,FRED MEYER 0035,Groceries,Sale,-201.55,
04/08/2022,04/11/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
04/10/2022,04/10/2022,CHIPOTLE ONLINE,Food & Drink,Sale,-36.10,
04/07/2022,04/10/2022,LION HEART COFFEE,Food & Drink,Sale,-17.00,
04/10/2022,04/10/2022,APPLE.COM/BILL,Shopping,Sale,-2.99,
04/09/2022,04/10/2022,SPACE AGE#23,Gas,Sale,-55.31,
04/07/2022,04/08/2022,SPACE AGE#23,Gas,Sale,-65.50,
04/06/2022,04/08/2022,TARGET        00009100,Shopping,Sale,-3.98,
04/04/2022,04/08/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
04/07/2022,04/08/2022,RITE AID 05339,Health & Wellness,Sale,-45.00,
04/05/2022,04/06/2022,PETSMART # 2051,Shopping,Sale,-11.99,
04/05/2022,04/05/2022,Payment Thank You-Mobile,,Payment,697.96,
04/03/2022,04/05/2022,JIMMY JOHNS # 1406 -,Food & Drink,Sale,-19.09,
04/01/2022,04/04/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
04/03/2022,04/04/2022,Peacock 3D331 Premium,Bills & Utilities,Sale,-4.99,
04/02/2022,04/04/2022,PUBLIC COAST BREWING CO,Food & Drink,Sale,-17.07,
04/02/2022,04/04/2022,PUBLIC COAST BREWING CO,Food & Drink,Sale,-44.97,
04/03/2022,04/04/2022,BUY BUY BABY #3124.,Home,Sale,-6.99,
04/03/2022,04/03/2022,CHIPOTLE ONLINE,Food & Drink,Sale,-20.45,
04/02/2022,04/03/2022,WILDWOOD TAPHOUSE LLC,Shopping,Sale,-24.00,
04/01/2022,04/03/2022,FRED MEYER 0482,Groceries,Sale,-20.63,
04/02/2022,04/03/2022,TARGET        00009100,Shopping,Sale,-13.25,
04/02/2022,04/03/2022,SQ *ISLAND GRINDS,Groceries,Sale,-11.25,
04/02/2022,04/03/2022,TARGET        00009100,Shopping,Sale,-6.10,
03/31/2022,04/01/2022,WHOLEFDS TAN 10327,Groceries,Sale,-59.17,
03/30/2022,04/01/2022,VACASA LLC,Travel,Sale,-352.47,
03/31/2022,04/01/2022,WHOLEFDS TAN 10327,Groceries,Sale,-33.73,
03/29/2022,03/31/2022,ZONA ROSA,Food & Drink,Sale,-12.90,
03/29/2022,03/31/2022,SAFEWAY #2448,Groceries,Sale,-9.99,
03/30/2022,03/30/2022,Payment Thank You-Mobile,,Payment,335.73,
03/28/2022,03/30/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
03/28/2022,03/29/2022,FRED MEYER 0661,Groceries,Sale,-53.16,
03/27/2022,03/29/2022,GROUNDED NW LLC,Groceries,Sale,-10.50,
03/28/2022,03/29/2022,CHEVRON 0207195,Gas,Sale,-79.52,
03/28/2022,03/29/2022,PRIME TAPHOUSE LLC,Food & Drink,Sale,-32.10,
03/27/2022,03/29/2022,2LEVY@TMBRS,Food & Drink,Sale,-27.60,
03/27/2022,03/28/2022,CITY OF PORTLAND DEPT,Travel,Sale,-8.00,
03/25/2022,03/28/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
03/25/2022,03/27/2022,TARGET        00009100,Shopping,Sale,-15.66,
03/25/2022,03/27/2022,CHICK-FIL-A #03489,Food & Drink,Sale,-14.28,
03/25/2022,03/27/2022,TARGET        00009100,Shopping,Sale,-46.31,
03/24/2022,03/25/2022,SQ *SLOWBOMB COFFEEHOUSE,Food & Drink,Sale,-18.60,
03/24/2022,03/25/2022,Payment Thank You-Mobile,,Payment,732.73,
03/23/2022,03/23/2022,BT SEATGEEK TICKETS,Entertainment,Sale,-112.50,
03/22/2022,03/23/2022,LITTLE SLEEPIES,Shopping,Sale,-29.75,
03/21/2022,03/22/2022,HEALTHY PAWS PET INSURAN,Bills & Utilities,Sale,-72.40,
03/18/2022,03/21/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
03/19/2022,03/20/2022,WILDWOOD TAPHOUSE LLC,Shopping,Sale,-40.07,
03/17/2022,03/18/2022,CSA-GGA-DAM/TRIPINSURA,Bills & Utilities,Sale,-59.00,
03/18/2022,03/18/2022,Payment Thank You-Mobile,,Payment,171.56,
03/18/2022,03/18/2022,CHIPOTLE ONLINE,Food & Drink,Sale,-36.53,
03/16/2022,03/18/2022,VACASA LLC,Travel,Sale,-352.48,
03/16/2022,03/17/2022,Vrbo Fee,Travel,Sale,-83.00,
03/14/2022,03/17/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
03/15/2022,03/16/2022,COSTCO WHSE #0009,Shopping,Sale,-58.56,
03/14/2022,03/15/2022,Payment Thank You-Mobile,,Payment,131.72,
03/11/2022,03/14/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
03/13/2022,03/14/2022,APPLE.COM/BILL,Shopping,Sale,-9.99,
03/12/2022,03/13/2022,WILDWOOD TAPHOUSE LLC,Shopping,Sale,-42.55,
03/11/2022,03/13/2022,PAYPAL *FARBERSWIM,Home,Sale,-16.25,
03/09/2022,03/10/2022,SHUTTERFLY  INC.,Shopping,Sale,-29.94,
03/10/2022,03/10/2022,Payment Thank You-Mobile,,Payment,339.06,
03/09/2022,03/10/2022,APPLE.COM/BILL,Shopping,Sale,-2.99,
03/07/2022,03/09/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
03/07/2022,03/09/2022,SAFEWAY #1230,Groceries,Sale,-2.68,
03/06/2022,03/07/2022,COSTCO WHSE #0009,Shopping,Sale,-155.80,
03/06/2022,03/07/2022,COSTCO WHSE #0009,Shopping,Sale,-42.99,
03/06/2022,03/07/2022,COSTCO WHSE #0009,Shopping,Sale,-3.98,
03/04/2022,03/07/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
03/05/2022,03/06/2022,PEETS 16607,Food & Drink,Sale,-16.30,
03/05/2022,03/06/2022,WILDWOOD TAPHOUSE LLC,Shopping,Sale,-52.32,
03/04/2022,03/04/2022,Payment Thank You-Mobile,,Payment,57.20,
03/03/2022,03/04/2022,Peacock 98D20 Premium,Bills & Utilities,Sale,-4.99,
02/28/2022,03/03/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
03/01/2022,03/02/2022,LITTLE SLEEPIES,Shopping,Sale,-27.20,
03/01/2022,03/01/2022,Payment Thank You-Mobile,,Payment,96.75,
02/25/2022,02/28/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
02/24/2022,02/25/2022,WHOLEFDS TAN 10327,Groceries,Sale,-52.31,
02/24/2022,02/24/2022,SHUTTERFLY  INC.,Shopping,Sale,-14.44,
02/23/2022,02/23/2022,Payment Thank You-Mobile,,Payment,150.94,
02/21/2022,02/22/2022,MTX BRAKING,Shopping,Sale,-65.98,
02/21/2022,02/22/2022,HEALTHY PAWS PET INSURAN,Bills & Utilities,Sale,-72.40,
02/20/2022,02/20/2022,Payment Thank You-Mobile,,Payment,158.58,
02/17/2022,02/20/2022,SAFEWAY #1230,Groceries,Sale,-12.56,
02/17/2022,02/18/2022,CCI*CARE.COM,Bills & Utilities,Sale,-31.16,
02/16/2022,02/17/2022,REI.COM  800-426-4840,Shopping,Sale,-53.43,
02/14/2022,02/16/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
02/15/2022,02/15/2022,Payment Thank You-Mobile,,Payment,312.17,
02/14/2022,02/15/2022,CRUMBL TANASBOURNE,Groceries,Sale,-24.00,
02/14/2022,02/15/2022,WHOLEFDS TAN 10327,Groceries,Sale,-19.99,
02/13/2022,02/14/2022,APPLE.COM/BILL,Shopping,Sale,-9.99,
02/12/2022,02/14/2022,MARKET OF CHOICE #2,Groceries,Sale,-110.50,
